polarity,reviews
1.0,answer phone lucki hang
1.0,offer menu creativ drink load alcohol cheeki name cost
1.0,go eat jekyl hyde restaur friday night realli enjoy fun atmospher good food
1.0,food pretti tradion hot good larg portion
1.0,highli recommend
1.0,highli recommend
0.0,unless eat pizzeria side place rush place bad idea
1.0,increas servic lot
1.0,ambianc bare romant manag tri
1.0,must warn reader portion size small especi appet plan eat full intend order chef special tast menu prepar order pay appet dish person portion share main entre cold udon end meal
1.0,abrupt call actual claim food late rice
1.0,get sashimi order could believ small portion
1.0,main cours come see waiter least minut
1.0,list next visit nyc
1.0,noth better buy snappl
1.0,famili come give app test palet order
1.0,pleasantli surpris find gem hoboken
1.0,servic extraordinari yet overbear decor bring tast trendi soho queen
1.0,dosa skimpi unattract drip greas person drink popcorn top eat anoth one
1.0,servic excel food delici
0.0,want deal crappi scene annoy custom go manhattan
1.0,seafood crave check citysearch choos go fish base previou review citysearch info
1.0,right major deegan get ladi citi
0.0,realiz five minut meaningless wait may anywher two twenti minut may frustrat
1.0,alway fresh delici
1.0,food good thai
1.0,thalia beauti restaur beauti peopl serv food quit match
1.0,fill may unconvent dosa batter definit authent combin tasti
1.0,perfect spot meet friend lunch dinner pre theatr theatr drink
1.0,fun restaur go
1.0,mussaman curri order thin water asid poorli fri tofu order gracious provid one piec poorli cook potato
1.0,late night dinner saturday night
1.0,restaur tri anyth except serv great food great servic pleasant atmospher
1.0,sake martini wonder
1.0,well place ghetto even funni
1.0,bravissimo
1.0,run gnochi make scratch
1.0,would like thank marcelo grace wonder din experi
1.0,find servic averag could us
1.0,arriv orsay throw back veyr good sens
1.0,bagel ok sure make special request
1.0,cheer new york whether ever
0.0,die
1.0,cute decor
1.0,know case mani nyc eateri realli cram point borderlin uncomfort
1.0,fine din restaur qualiti
0.0,overal disappoint experi price categori
1.0,lunch buffet chennai coupl time neighborhood
1.0,food except
1.0,satisfi
1.0,anoth great place take towner
1.0,hey anyth better decent vegetarian select astoria
1.0,less impress
1.0,thai restaur rice dinner
0.0,still date bad
1.0,would definit go back
1.0,rao probabl time past year keep get better
1.0,portion small food good make
1.0,eat share impress larg amount peopl serv
1.0,sure set nice
1.0,overal worthwhil experi
1.0,servic friendli prompt world food great price cheap put wallet commiss
1.0,appet entre coke bill includ tip
1.0,realli takeaway place sit could take home
1.0,fun restaur ever
1.0,best drumstick rice sour spici soup town
1.0,finest latin women see life hang jimmi
1.0,slightli averag win start one select list
1.0,whitefish salad excel whitefish littl mayo
1.0,come reason price conge noodl rice dish
1.0,nobodi restaur give firm answer anyth end one person take respons anyth
1.0,great experi
1.0,chicken parm edibl can tomato sauc box pasta chicken portobello mushroom consist dri ined chicken terribl sauc
1.0,recommend place everyon ask go good meal
1.0,waitress nice also get counter servic sit
1.0,friendli staff member guy bar
1.0,long time ess bagel fan surpis find return time time murray
1.0,go
1.0,highli recommend
1.0,certainli find restaur offer superior fine din experi superb food reason price la villa beat
1.0,servic directori
0.0,cannot imagin friendlier staff work restaur
1.0,suggest ask seat upstair look littl cozi
1.0,speak park side word describ
0.0,red curri weak tasteless pad thai stick togeth lumpi rice often overcook seafood pretti sketchi
1.0,wine list extens easili hike otherwis reason price meal
1.0,saul pretti good definit great
1.0,would recommend roxi food
1.0,alway get sampl appet share
1.0,overal impress return great qpr qualiti price ratio
1.0,nearli imposs get tabl ever chanc go dinner pass
1.0,pad penang delici everyth els fantast
0.0,puke green wall leav lot desir food good
1.0,flavor fresh pretti inobtrus noth flashi
1.0,like cafe noir dont get wrong jsut peopl work evil incompet
1.0,hanger steak like rubber tuna flavorless mention tast like thaw
1.0,small piec
1.0,son love pizza certifi neapolitan pizzaria home citi seattl like nearli much differ person prefer reflect either restaur
1.0,big soft well good lunch food
1.0,food snob allow place peopl appreci good food
1.0,like food quasi thai restaur
1.0,far best salad fast food restaur
1.0,suan great place often take friend classmat
1.0,great place famili gener din
0.0,bar anoth bad idea
1.0,bagel fine littl overcook realli special bagel experi
0.0,unlik hh block place actual give hearti hot bagel town know
1.0,think go jimmi would give real domincan exprienc
1.0,barebecu salmon elegantli spice dri
1.0,owner guy own typhoon street st mark st ave
1.0,gener portion
1.0,worker also absolut load bagel cream chees get littl messi
0.0,wrong
1.0,wine servic good
1.0,menu write chalk head sound delici
1.0,highli spice chai tea great
1.0,plan return anytim soon
1.0,mani time food good consist
1.0,serious best eat town everyon say spici tuna hand roll best break even
1.0,singl place chinatown nice neighborhood feel like
1.0,sapphir certainli lack ambianc probabl best decor indian restaur new york citi food hop
1.0,would highli recommend place anyon look casual atmospher whisk away leav bank river sein
1.0,understand fuss
1.0,meat dish
1.0,wife tanya host complet comfort atmospher delight warm graciou
1.0,like much alway make point dine visit new york
1.0,menu consist standard brassier food better place like balthazar etc
1.0,longtim fan holi basil east villag believ food slightli slip qualiti hesit disloy
1.0,best part ls late night atmospher delight free bt
1.0,untrendi rip eat
1.0,hungri hour later
1.0,wait go back
0.0,hate hate hate place
1.0,even visit manag want make sure enjoy
1.0,staff attent earth
1.0,go mizu excel servic go larg amount food amiabl atmospher hole wall feel place
0.0,servic alway bad though expect much anyth server would recommend bring date either
1.0,monday night bargain prix fix includ three cours meal plu three glass wine pair cours
1.0,wonder
1.0,take minut put water glass
1.0,servic descent even small place pack
1.0,best sushi new york citi hand
1.0,go hungri enjoy
1.0,eat lot pizza
1.0,place worth one hour drive
1.0,great valu qualiti ingredi
1.0,thali small thoroughli unremark
1.0,sushi also great
1.0,complimentari chef app delic butternut squash ravioli delici truffl sauc amaz butteri tender langostin entre dessert rememb fabul cakebread cabernet drink whole even amaz
1.0,truli mark attent waiter
1.0,food rather good like wait
1.0,get excel piec cheesecak sever nice pastri
1.0,staff kind well train fast alway prompt jump behind bar fix drink know detail everi item menu make excel recomend
1.0,makhani ok korma bland
1.0,food invent still keep tradit indian flavor
1.0,say wow
1.0,though servic could better possibl due one larg group hous cordial warm gener clientel
1.0,decor place diner ish kind place expect east villag romant simpl small spars
1.0,cute place could good need get act togeth
1.0,lox alway fresh
1.0,sure enough exactli minut later get call seat promptli
1.0,servic friendli
1.0,tri say restaur far best thai food restaur ever
1.0,food ok fish cook well
1.0,actual leav hungri go across street wo hop mott street good chines food
1.0,duck confit alway amaz foie gra terrin fig world
1.0,whole set truli unprofession wish cafe noir would get good staff despit current one great place
1.0,servic sometim lack focu ideal hurri never treat rude
1.0,staff offer impecc servic
1.0,catch charg extra anyth leav plate greedi pig
1.0,end great experi gulab jamun dessert recommend waiter
0.0,wont come back sure
1.0,go utsav yr ago famili
1.0,place compar mamoun term price fresh valu consis qualiti opinion
1.0,place sleek modern playful return frequent
1.0,know secret last year emilio godfath continu serv food wine god mortal price
1.0,brioch lolli parti favor cute sweet touch memor meal
1.0,tell parti three would seat minut watch parti multipl higher seat minut three us squish small person tabl
1.0,bill outrag
1.0,servic attent yet unimpos food far better mani notori restaur midtown wine list extens well price
1.0,kind attent wait staff
1.0,bon appettit
1.0,salad fantast
1.0,owner employe friendli pizza fantast
1.0,la rosa waltz think best
1.0,food yummi especi cook perfect mussel spici tomato sauc shoestr crispi fri
1.0,food authent italian delici
1.0,great addit smith street final place pretenti fill women wear ugg boot
1.0,skip dessert
0.0,spend place leav hungri disappoint
1.0,simpli amaz
1.0,complet total bagel experi lightli toast
1.0,like server forget actual work instead want hang cool
1.0,like place first time doubt ever return
1.0,servic good ambienc good date group out
1.0,great way make money buy case snappl costco sell right outsid
1.0,food
1.0,fast servic
0.0,skip restaur big disappoint
1.0,staff excel specjal girl behind bar european chic
1.0,stick chicken beef lamb dish
0.0,servic bad food take forev come sit upper level
1.0,menu rear chang e xcept one two special qualiti care put thier food evid
1.0,alway full tourist especi close proxim rockefel center
1.0,decor nice casual fine din
1.0,restaur wonder place go mani time reason price
1.0,bravo blue hill
1.0,conveni locat right bedford ave
1.0,friend come across place walk villag
1.0,bottom line b food f servic
1.0,thing waiter wipe chin leav
0.0,place avoid
1.0,stick dimsum super overpric noodl
1.0,servic fine allow enjoy view
1.0,sister say remind restaur run high school student know
0.0,four us arriv noon place empti staff act like impos rude
1.0,third parti
1.0,delici simpl food nice outdoor atmospher
1.0,definetli go back
1.0,realli
1.0,food good expens casual
1.0,fallback restaur price
1.0,napl dinner twice
1.0,hot sour soup unbear hot tast pepper noth els
1.0,love pic andi warhol use frequent place paint ballato sign window
1.0,tri sushimi cucumb roll
1.0,save next visit
1.0,food delici
1.0,win glass great accompani eat like king wine
1.0,place correct ambienc excel staff make feel like guest friend time
1.0,amma noth special
1.0,yeah shanghai also great quit good use amount salt without sweet balanc
1.0,believ us eat sushi yr
1.0,worth special occas time
1.0,atmospher much better sripraphai modern sleek
1.0,recommend anyon want dress impress ladi
1.0,food outstand servic quick friendli profession
1.0,bagel alway warm soft insid crispi outsid enorm size
1.0,late dinner lucki stike great name joint ever saw one
1.0,do new york big deal
1.0,definit year treat look forward around holiday
1.0,servic fast friendli
1.0,english speak staff
1.0,anyhow abl sit long want chat nice
1.0,home make potato chip bar delici thing world
1.0,defit must visit
1.0,husband enjoy tast size portion leav complet full
1.0,go friend whim go someplac els first get tabl
1.0,eat pasta entr es great
1.0,friend show sit
1.0,steak excel one best tast butter intit way overwhelm flavor meat
1.0,great experi overal
1.0,perfect date
0.0,food bore expens
1.0,ambienc pretti nice convers casual lunch would probabl best
1.0,terrif menu full uniqu roll special dish
1.0,servic ok could better
1.0,love food drink atmospher
0.0,week back worst custom servic experi restaur ever
1.0,order nd ave
1.0,noth good sale call tactic amma obviou
1.0,go day oyster bing fish bring close glad place trip end great
0.0,take mom mother day maitr pretti rude
1.0,husband coupl time time sit sushi bar chef yoshi order everyth ala cart
1.0,vibe relax cozi servic great food excel
1.0,weather nice tri snag outsid tabl
1.0,look good qualiti cheap eat place
1.0,howev spend overal par
1.0,servic friendli atmospher casual
1.0,friend seattl go thursday night around
1.0,live upstat would buy freez bagel would still better els
1.0,recommend pad see ew pork chop tofu plat
1.0,never life think could satisfi tast quantiti nyc
1.0,best secret place midtown hear bartend brilliant food tri steak portobello mushroom drink bar last tuesday
1.0,servic excel friendli attent
1.0,main cours averag portion decent overal
1.0,minut reserv give us time cocktail enjoy surround
1.0,rememb later go longer may wait
1.0,waitstaff great attent
1.0,live neightborhood regular
1.0,dinner menu divers top notch well
1.0,modern cuisin
1.0,event even though bite pricey side still love restaur definit go back
1.0,definit go back
1.0,like indian food much delici howev want factor equat
1.0,taj vegetarian rejoic dish manna heaven
1.0,final
0.0,forget rush wait nois actual bad mean pleas go steakhous coddl romant
0.0,hunt around quiet romant yet hideous expens restaur stumbl across review la lanterna give shoot
1.0,never disappoint
1.0,go back unless someon els foot bill
1.0,live new jersey whenev go new york citi buy bagel eat hot freez tell call order bring car look park
0.0,street look hide actual old warehous
1.0,jimmi hand hottest night spot bronx
1.0,would agre mass term servic deliveri achil heel
1.0,boyfriend minnow four time consist impress
1.0,bill bite steep experi great
1.0,mind go back time tri other nearbi
1.0,nice ambianc nice littl bar good bartend francoi good servic
1.0,find restaur one truli valu patron
1.0,calamari come incred sauc duck noodl yummi well
1.0,would definit go back exot martini blackboard
1.0,reason place empti get remain entir even understand blast defin go back next time area
1.0,simpl comfort food hot lage portion
1.0,would like say read review peopl leav that check
1.0,stay away two specialti roll menu though much avocado rice fill right quick
1.0,eat pizza gruppo time often order deliveri
1.0,get drink refil even offer us option dessert
1.0,beauti experi
1.0,bagel also reason price nyc
1.0,handl great place busi dinner fun friend simpli tabl
1.0,decor leav someth desir
1.0,jimmi dominican
1.0,also specifi like food spici rather bland
1.0,waiter fine place look nice tri hard way price littl expect food
1.0,come boston place like emma pizza kendal squar cambridg although funki top
1.0,husband go spend lobster tail ummmmm need say say place never forget never go miss meal life time
1.0,effort increas turnov restaur offer dessert beyond complimentari espresso cup fill chocol mouss
1.0,restaur dozen time crave pho lemon grass chicken beef cube rice place go
1.0,oh ye fan indian oldi film star plenti portrait indian actor actress classic black white adorn wall would love know obtain
1.0,food spectacular appit main cours cours dessert wow need
1.0,neighborhood nice though check anoth restaur instead
1.0,fish delici incred curri sauc
0.0,search authent nyc deli experi look famou histor katz deli lower east side
1.0,even upon deliveri juici pork bun quit good
1.0,also
1.0,everyth sale includ sculptur iron statu tabl
1.0,averag good thai food terribl deliveri
1.0,space nice order drink surpris
1.0,entir place treatment receiv felt conveyor belt
1.0,joe pizza use best slice pizzeria open
1.0,realiti felt get air franc th district pari
0.0,never anyth like
1.0,yeah crowd take bite serious
1.0,provid delici dessert hous
1.0,still live dark age answer machin want make reserv limit
1.0,food amaz rich pasta fresh doughi pizza
1.0,food good would consid world
1.0,lobster bisqu oz main lobster
1.0,indian tri mani indian place ny
1.0,tri pad thai fabul price cheap
1.0,recent saturday night group bread bar
1.0,food great inexpens
1.0,price reason
1.0,dessert miss save room
1.0,littl confus one go order food order treat
1.0,take good sens humor american express card limit walk lollipop gift bag hand enough market materi alain take show road
1.0,ingredi organ real plu
0.0,bad actual refus pay food
1.0,recommend spot anyon enjoy fine cuisin reason price
1.0,far favorit restaur nyc wish afford could go often
1.0,staff attent ambienc love food superb
1.0,love restaur think use fanci expens ingredi make food fine cuisin even idea use
1.0,pizza wine excel servic realli make place backyard din area
1.0,frankenstein show best
1.0,waiter sweet food tasti bill never larg
0.0,fan thai tri quit differ restaur nyc one definit worst
1.0,servic superb treat like famili
1.0,tast menu unlik review felt enough food
0.0,take five minut get empti tabl stand bad
1.0,menu may small everyth delici
0.0,bad latin quarter close
1.0,scrap bottom vessel make rice result larg chunk burn rice serv bowl
1.0,divin melt mouth
1.0,stumbl upon gem pizza place go back frequent
0.0,live block away go patsi frequent
1.0,dessert split chocol cake vanilla gelato espresso tasti think bite overpric
1.0,visit friend live upper eastsid recommend go restaur
1.0,warm comfort surround nice appoint wit etch glass brickwork separ din room
0.0,run littl late reserv problem get tabl immedi
1.0,kudo haru
1.0,arriv time reserv seat promptli
1.0,plan eat often
1.0,would definit go back special occas regular fine din
1.0,well manner pleasant staff toni employ
1.0,flavor robust subtl
1.0,come friend birthday keep come back ever sinc
1.0,say pint happi hour cheapest oyster find citi though qualiti best
1.0,would never wait tabl eat great
1.0,conclud tiramisu chocol cake delici
0.0,counter servic bad
1.0,grat time jekyl hyde
1.0,servic great food fantast
1.0,littl way live neighborhood definit worth trip wherev
1.0,love peac place eat outsid
1.0,thouroughli disapoint
1.0,jackel hideof restaur ue
1.0,sauc delici crust perfect
1.0,great place take towner perfect watch sunset
1.0,sinc first dinner chanc brunch orsay x
1.0,pay lot decor food better wors lot chines asian fusion place ny
1.0,great entre well
1.0,teenag kid love
1.0,servic consist excel decent
1.0,food serv small tast portion option good dish better next
1.0,guy awesom
1.0,cater american palat like hot let know will oblig
1.0,love place
1.0,mango chicken go tell delici present beati
1.0,care food ambienc
1.0,oh wait drink also delight overpric
0.0,avoid cost
1.0,would highli recommend place everyon occas
1.0,servic fantast
1.0,recommend tri hide spot sure blowup soon
1.0,garlic mash potato hand best citi
1.0,food servic okay
1.0,great romant even fun even friend
1.0,lamb meat cook extrm chewi
1.0,best pad thai ever
1.0,time food qualiti decreas substanti lot less crowd use servic must definit part reason
1.0,great pizza fantast servic
1.0,seat outsid waiter spill red wine hot tea date
1.0,would ask oil next time
1.0,pretti place overli cute french way food insultingli horribl
1.0,go lunch good expect review read
1.0,realli know expect restaur liter overlook main hall grand central
1.0,none yucki whip stuff
1.0,wine list great dessert ship bruno street good use
1.0,order lassi ask time never get
1.0,coffe quit good
1.0,would recommend place anyon
1.0,great wine list italian good food servic initi fine
1.0,despit fact space larg overcrowd floor tabl
1.0,know busi show vintag tee shirt look bore agenda eat enjoy compani friend seek pleasant experi
1.0,far servic go waitress particularli friendli get job do
1.0,help least give grand run around time event date roll around regret chose place also becom hostil
1.0,ask three time final come back dish ive request
0.0,normal would improp howev delici host complain
1.0,taxan delici
1.0,perhap night suprisingli averag rat
1.0,unlik place nyc sandwich want come tripl decker get want reason size portion price
1.0,southern indian cuisin still
0.0,restaur snob need bother small neighborhood kind place
1.0,dozen time never fail enjoy experi
1.0,even make salad appeal
1.0,two peopl tip less buck
0.0,killer sushi
1.0,cours reason pack food delici
1.0,staff friendli tast cover
1.0,jukebox play everyth italian opera stroke
1.0,mani nyc deli
1.0,place alway pack
1.0,much time seem like care
1.0,plu make perfect martini
1.0,sure would call food indian fusion seem french indian exot touch
1.0,eat thai mani time familiar cuisin
1.0,waiter attent
1.0,margarita best sinc return napl
1.0,highli recommend restaur base experi last night
1.0,tast make mouth water
1.0,come citi tri restaur friend recommend husband
1.0,sake list extens look purpl haze list make us upon request
1.0,tabl cram way close menu typic italian restaur wine list simpli overpric
1.0,wonder experi wait come back
1.0,food actual awe
1.0,din b g twenti time offici
1.0,serv free appet portion perfect lunch
1.0,actual space breath decor set tone intim dinner
1.0,go around friday die bite servic great
1.0,husband order steak medium
0.0,furthermor rice season sushi bland disgust
1.0,place reali fresh sushi nice larg menu japanes classic cuisin
1.0,sushi averag price anyth
1.0,wife also enjoy spinach shanghai low mein attract
1.0,owner must coem websit give credit
1.0,turn full servic upstair sit
1.0,would go back
1.0,definit back
1.0,sever dim sum order piec
0.0,sure review whine much
1.0,live thai way live
1.0,dumpl fetish suggest tri
1.0,three page wine menu one page entre horedev
1.0,food consist wonder come year owner alway accomod friendli
0.0,waiter owner nonchal promis call extermin dismay apologet would expect
1.0,live nearbi first open eat lot
1.0,food fantast
1.0,kind place like take friend still keep secret
1.0,look place sit drink convers friend go sweet n tart order hong kong style milk tea tapioca pearl hot
1.0,asid sea urchin chef recommend assort fish includ fatti yellow tail boton shrimp blue fin torro fatti tuna sea eel etc
1.0,also friendlier especi owner kenni
1.0,room particularli comfort seat forget everyth except plate
0.0,live nyc life never see mani waterbug one place except realli bad dream
1.0,winni staff best crew find serv
1.0,ambianc minim food phenomen dish quit good eggplant parmesan veal carozza chicken saltimbocca
1.0,host ask appet group waiter give us order item order
1.0,even get packag chutney stock fridg
1.0,bar variou select mix drink special catcher
1.0,slightli pricey side worth
1.0,food must servic ambienc
1.0,cours past month chef staff chang better
1.0,like ambienc dark origin
1.0,typic nyc gimmick theme restaur
1.0,explor grand central want eat food court
1.0,overal worth money
1.0,place worth price
1.0,leav one drink
1.0,everyth happen even mediocr
1.0,last time week ago earli pm crowd noisi
1.0,pick bagel best bagel citi
1.0,pay atmospher nice numer place bay ridg
1.0,call gnochi alla nona find chef special
1.0,one nicest outdoor restaur ever see ny itali place rival one countri
1.0,ye wait seat small wait area seat bar take
1.0,last two time order food soo spici could bare eat spice take away flavor dish
1.0,fri dumpl great
1.0,place best chines style bbq rib citi
1.0,ive mani time waiter know name
1.0,decor simpl comfort
1.0,frequent tast room sinc first arriv east villag never disappoint
1.0,figur never argentinian pizza grab lunch share larg pelligrino pizza two special one goat chees blue chees excel
1.0,heartland breweri great way start finish day
1.0,kamasutra bombay cosmopolitan excel tipsi time
1.0,perfect date spot williamsburg coupl
1.0,dim sum
1.0,rain figur
1.0,much tasti food fresh continu refil
1.0,straight cheap good food
1.0,anoth welcom addit neighborhood
1.0,seat ok even though sometim alot peopl
1.0,time prefer go detail
1.0,even rel inexpens botl wine call inexpens cost roof better averag fare
1.0,servic slow peopl friendli
1.0,steam fresh bring hot hot hot tabl
1.0,steak fatti sauc overpow tasti
0.0,problem liter sit top peopl next
1.0,afford
1.0,staff make feel home food great atmospher wonder
1.0,actual feel like keep secret
1.0,food alright stuff good like steak dish tend dri
1.0,would recommend jimmi restaur friend would strongli suggest go anywher
1.0,divers menu someth everybodi
0.0,haru park simpli disgust
1.0,staff busi order sushi dinner lay eat bar even bring check
1.0,long time patron mamoun alway figur find best late night food spot citi
0.0,drop dollar bill uncl weekend score
1.0,bagel huge
1.0,go relax feel like somewher els
1.0,get tuna gari
1.0,like somosa chai chole dhosa dhal kinda dissapoint
1.0,nice surpris
1.0,edibl realli ripoff price give what area
1.0,staff nice seem realli stress unisex bathroom need clean often
1.0,french realli felt like home
1.0,casimir time alway great time
1.0,servic thing good restaur
1.0,usual pack good reason esp
1.0,servic friendli attent
1.0,love go
0.0,cannot recommend og highli tri check
0.0,first place eat first trip new york last place stop head town next trip new york
1.0,servic prompt slightli rush
1.0,great food great decor great servic
1.0,atlhough tabl open next us ask slightli larger space leav us awkardli seat
1.0,palak paneer standard fan malai kofta
1.0,din alain ducass restaur mont carlo half price excel din experi
1.0,yeah sometim servic slow
1.0,ambianc
1.0,save money wast calori go margharita washington street instead amaz food best servic
1.0,servic attent without overbear dish tri wonder spring roll cod pineappl tempura
1.0,trust worth
1.0,place tourist someon never din bay ridg
1.0,perfect spot
0.0,weird thing get bottl waitress would simpli multipli glass price x make sens whatsoev
1.0,sell special sushi everyth top sauc etc
1.0,tri unless go hang like rest hipster appar sens tast
1.0,never come back refil glass
1.0,place small intim may feel littl crowd servic excel great friend romant date special occass
1.0,servic excel food delici
1.0,servic also good
1.0,take girlfriend birthday last night relax realli good meal
1.0,would disappoint portion qualiti good enough make
0.0,rude time friendli
1.0,happi nosh neighborhood food comfort
1.0,good atmospher combin hottest music dress code rel strict except friday
1.0,kindli bring us see better
1.0,love food
1.0,would highli recommend nina anyon want romant dinner heart warm surround fill candl famili pictur
1.0,dessert group tri get favor review
1.0,someth smooth sip sake upper east side style
1.0,nice place relax convers
1.0,place get best japanes restaur new york area
1.0,best reuben sandwich ever
1.0,lucki strike great casual place grab bite eat
1.0,wonder strawberri daiquiri well
1.0,go volar like go favorit aunt hous dinner assum aunt great italian cook
0.0,sushi averag averag wait servic alway sub par atmospher go nice realli irrit sit area beyond kitchen acousitc horrid everyth echo extrem loud
1.0,love would go
1.0,frite delici bite thick side
1.0,good
1.0,alon buck realli overpric
1.0,hundr italian restaur queen among best
1.0,good valu
1.0,get zen feel without feel rigid
1.0,would recommend put name get drink local bar first though wait time
1.0,fell love egg noodl beef broth shrimp dumpl slice bbq roast pork
1.0,keep finger cross whole subway ride hop tabl sit share rice conge soup peopl
1.0,overal best bagel town
1.0,everyth ny pizza joint
1.0,huge delici fresh reason return
1.0,go often
1.0,light refresh summer roll fri remind vietnames place pari
1.0,sushi seem pretti fresh adequ proport
1.0,moral stay away
1.0,servic bite slow
1.0,spread top great though bite pricey
1.0,saw websit link da ciro napoli know go good pizza
0.0,one ask wrong leav noth touch plat
1.0,indoor cozi cute
1.0,hour brunch definit rush keep unlimit mimosa flow whole time
1.0,price high actual think get away charg price terribl food servic
1.0,terrif
1.0,servic excel food excel entir experi cool
1.0,servic good restur clean
1.0,great spot whether look coupl drink quiet dinner
1.0,stick small dish
1.0,cafe realli nice comfort outdoor chair tabl servic could better
0.0,rare problem slow staff year go
1.0,food excel
1.0,place liter hole wall buri within doyer right pell st barber alley chinatown
1.0,outshin hh
1.0,although look regular lettuc walnut salad get great
1.0,excel lunch buffet
1.0,sorri check list enjoy recommend place past
1.0,familiar cuisin may encount problem order sure bring plenti cash accept credit card
1.0,reason price around dinner lunch delici fill
0.0,problem noth prune particularli memor
1.0,ambienc cute quaint good busi although vacat
1.0,portion size huge sushi good
1.0,wish expand
1.0,boyfriend eat tuna cook perfectli
1.0,expect menu compris pad thai tom yum soup think make place special
1.0,good food restaur bite expens great want impress date
1.0,highli recommend caviar russ anyon want delici top grade caviar fantast servic
1.0,say cheap food cheaper chinatown
1.0,eat time food alway good
1.0,keep good work
1.0,thrill wait line thirti minut guess price pay popular place
1.0,great eat good time
1.0,make sure tri place often
1.0,grill whole fish wonder great spice
1.0,year think tuscan cuisin best salvator convert hearti neapolitan fare first visit
1.0,plu entre hold kitchen busi saturday night owner send complimentari summer roll hold us
1.0,servic great well
1.0,tri lobster teriyaki rise special roll
1.0,anoth plu entre approx
1.0,go back suan soon
1.0,love
1.0,food delici atmospher relax adopt plate secret second
1.0,pleasantli surpris
1.0,moment walk accomod even though place pack
1.0,loud hot dark
1.0,find food servic valu except everytim
1.0,eat thai place follow review unhappi food
1.0,food definit good leav bite disappoint
1.0,lb girl glass wine glass beer prior dinner still hungri visit place
1.0,drink save grace servic staff pleas get
1.0,wonder
1.0,downsid order deliveri guy major attitud
1.0,give anoth chanc write
1.0,italian staff warm engag start
1.0,villag one place score front
1.0,price except reason food calib
1.0,go focu tamarind margarita
1.0,best hide spot rave everyon
1.0,filet mignon dish superb
1.0,regular due consist good food eas get tabl
1.0,wait wait next visit
1.0,place japanes ever get
1.0,food good lie
1.0,great food lt one person eat
1.0,expect like nosh much pastrami challah sandwich otherworldli soup like mom knish give yonah schimmel run money
1.0,atmospher noth special feel like sushi establish tokyo
1.0,cozi romant atomospher around tabl
1.0,place worth go even beer
1.0,realli like scallop mahi mahi saffron risotto yum
1.0,ambienc fun price great top fact food realli tasti
1.0,get go go hamburg matter review say
1.0,sandwhich world
1.0,live upper manhattan siam squar place thia food
1.0,decor charm
1.0,food well prepar
1.0,realli tasti spring roll noodl good price though
1.0,stay away place
0.0,good hey food bad dim sum suppos smaller portion tri dish smaller dish cheap
1.0,peopl attest spend drink new york bar hardli feel thing drink plenti uniqu
1.0,complimentari stuff keep come waiter saw open gift receiv dessert plate happi birthday write candleveri nice touch attent staff
1.0,food arriv minut call cold soggi
1.0,go pre theatr menu even greater deal
1.0,one front smile say get brother
1.0,brava la pizza fresca
1.0,someon appreci simplic eleg wonder present tast seafood veget regardless portion size kai place
1.0,price cannot beat qualiti quantiti fresh tast
0.0,check hurt stomach wallet
0.0,drop quickli stuff jet keep turn
1.0,littl tonino awesom favorit deliveri place kennsington honestli best gnochi ever
0.0,incred poor servic food qualiti exorbit price
1.0,time alway great meal
1.0,go back line like three time averag walk anymor
1.0,usual get dinner special reason price tasti
1.0,horribl food horribl servic
1.0,wine chees plate plenti wait tri fondu tabl grill
1.0,bleecker st pizza best
1.0,recommend heartland breweri
1.0,treat us well food extrem fresh well prepar
1.0,exot salad basic ly delciou littl green salad peanut sauc perfect sweet basil fri tofu
0.0,big complaint toast avail
1.0,even food good garden great place sit outsid relax
1.0,volar virgin weekli regular everyon get treat ask servic friendli
0.0,food come wrong waiter find wine show end meal
1.0,chicken steak season cook perfect lamb sandwhich great heartier appetit
1.0,faan sooo good
1.0,saw heat least one freez item though sure dim sum dish
1.0,go go back food good
1.0,food great servic even better
1.0,hardli call restaur possibl best deal manhatten plate heap rice entre
1.0,tradit french decour pleasant though hall rather noisi restaur full rais voic abl maintain convers
1.0,fish fresh piec slice perfect season sushi chef usual littl fresh wasabi soy sauc also sometim sea salt
1.0,consequ burger fell apart hand make mess nt feel like finish
1.0,son girlfriend want cheeseburg huge
1.0,realli recommend simpl unda egg roll
1.0,come
1.0,unbeliev
1.0,good wine choic
1.0,thai place go nyc wonder live relax jazz certain night
1.0,back
1.0,seat ignor waitstaff
1.0,big group place perfect recomend share lazi susan tabl even famili feel comfort
1.0,show minut tuna melt
1.0,tasti steak pork loin work
1.0,go friend linger tabl bite feel rush even though wait
1.0,go rubi foo birthday enjoy experi
1.0,highli recommend special occas provid intim set nice servic
1.0,burger great also
1.0,give discount end enough know servic horribl
1.0,cheap mean portion small food nasti great
1.0,pizza great
0.0,everytim go bunch drink idiot make scene front
1.0,never edamam pure think innov tasti could use bite salt
0.0,howev servic leav bad tast mouth
1.0,notifi mention special apolog let us know make good decis regardless
1.0,price extrem reason appet food eat
1.0,dine tamarind vegetarian dish simpli par non veg select
1.0,kenni owner alway treat famili like part famili
1.0,need kick sushi pretti good place consist
1.0,wait time lunch place definit worth wait
1.0,food averag would return see oper four less dinner
1.0,judg previou post use good place longer
1.0,delici food excel servic pretti atmospher make great choic dinner lunch buffet make even better choic lunch
1.0,appet recommend shrimp fritter dumpl
1.0,cheap
1.0,nice peopl work review food
0.0,restaur dark attract spot light shin put worst light possibl reach sunglass
1.0,tri time squar cocktail ginger lemonad vodka also avail without vodka
